,id,sentence,subject_entity,object_entity,label
330,333,"소금쟁이는 주로 물고기 시체나 수면 위에 떨어진 곤충의 체액을 먹고 사는 육식동물이며, 육상 곤충이 물에 빠졌을 땐 수면의 물결을 통해 위치를 알아내 사냥한다.","{'word': '소금쟁이', 'start_idx': 0, 'end_idx': 3, 'type': 'INS'}","{'word': '육식동물', 'start_idx': 41, 'end_idx': 44, 'type': 'NOP'}",곤충:특성
886,935,개미의 후절부에는 생식과 호흡과 배설을 담당하는 중요한 내부 기관들이 있다.,"{'word': '개미', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '생식', 'start_idx': 10, 'end_idx': 11, 'type': 'POH'}",곤충:특성
481,485,"잎꾼개미(아타속(""Atta"")과 아크로미르멕스속(""Acromyrmex""))은 자기네 개미집 안에서만 버섯을 재배한다.","{'word': '아크로미르멕스속', 'start_idx': 18, 'end_idx': 25, 'type': 'CLS'}","{'word': '버섯을 재배', 'start_idx': 56, 'end_idx': 61, 'type': 'NOP'}",곤충:특성
795,844,하루살이의 성충은 불빛에 잘 모이므로 그 주변에 하루살이의 아성충에서 하루살이의 성충으로 우화한 후의 탈피 껍질이 붙어있는 것을 볼 수 있다.,"{'word': '하루살이의 아성충', 'start_idx': 27, 'end_idx': 35, 'type': 'INS'}","{'word': '탈피', 'start_idx': 57, 'end_idx': 58, 'type': 'PHY'}",곤충:특성
408,412,"남아메리카의 군대개미나 아프리카의 장님개미는 영속적인 개미집을 짓지 않으며, 대신 방랑 생활을 하거나 일개미가 자신들의 몸을 서로 얽어매어 야영지를 짓는다.","{'word': '군대개미', 'start_idx': 7, 'end_idx': 10, 'type': 'INS'}","{'word': '남아메리카', 'start_idx': 0, 'end_idx': 4, 'type': 'LOC'}",곤충:서식지
491,495,"중앙 아메리카의 쇠뿔아카시아나무(""Acacia cornigera"")같은 나무는 속이 빈 가시나무로프세우도미르멕스속의 개미(""Pseudomyrmex ferruginea"") 군체의 집이 되어 이들 덕분에 다른 곤충이 나무에 해를 끼치거나 포유류가 잎을 뜯어먹거나 착생 덩굴이 자라는 것을 막아준다.","{'word': '가시나무로프세우도미르멕스속', 'start_idx': 49, 'end_idx': 62, 'type': 'CLS'}","{'word': '개미', 'start_idx': 65, 'end_idx': 66, 'type': 'INS'}",생물분류:하위분류
489,493,"중앙 아메리카의 쇠뿔아카시아나무(""Acacia cornigera"")같은 나무는 속이 빈 가시나무로프세우도미르멕스속의 개미(""Pseudomyrmex ferruginea"") 군체의 집이 되어 이들 덕분에 다른 곤충이 나무에 해를 끼치거나 포유류가 잎을 뜯어먹거나 착생 덩굴이 자라는 것을 막아준다.","{'word': '개미', 'start_idx': 65, 'end_idx': 66, 'type': 'INS'}","{'word': '쇠뿔아카시아나무', 'start_idx': 9, 'end_idx': 16, 'type': 'NOI'}",곤충:공생
383,387,"열대 지역의 개미는 일년 내내 활동하지만, 추운 지역에는 겨울잠 상태로 겨울을 나기도 한다.","{'word': '개미', 'start_idx': 7, 'end_idx': 8, 'type': 'INS'}","{'word': '겨울잠', 'start_idx': 32, 'end_idx': 34, 'type': 'NOP'}",곤충:특성
1123,1176,"고추잠자리(""Crocothemis servilia"")는 동아시아·동남아시아·플로리다 반도·하와이 등에 분포하는 잠자리의 한 종이다.","{'word': '고추잠자리', 'start_idx': 0, 'end_idx': 4, 'type': 'INS'}","{'word': '동아시아', 'start_idx': 31, 'end_idx': 34, 'type': 'LOC'}",곤충:서식지
233,236,바퀴벌레는 습성상 인간에 해로운 여러 질병을 옮기고 다니는 위생해충으로 알려져 있다.,"{'word': '바퀴벌레', 'start_idx': 0, 'end_idx': 3, 'type': 'INS'}","{'word': '위생해충', 'start_idx': 33, 'end_idx': 36, 'type': 'NOP'}",곤충:특성
642,657,"여치()는 여치과의 곤충으로, 몸길이는 30-36mm이고 머리부터 날개 끝까지의 길이는 32-44mm다.","{'word': '여치과', 'start_idx': 6, 'end_idx': 8, 'type': 'CLS'}","{'word': '여치', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}",생물분류:하위분류
1207,1263,"개미는 공상과학물에 등장하는 생물에도 영향을 주었는데 앤더의 게임, 스타쉽 트루퍼스, 뎀(Them! 1954년작), 제4의 종말(Phase IV, 1974년작)에 개미가 나온다.","{'word': '개미', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '앤더의 게임', 'start_idx': 30, 'end_idx': 35, 'type': 'POH'}",관계없음
509,513,여러 열대 수종의 씨는 개미가 퍼뜨려 준다.,"{'word': '개미', 'start_idx': 13, 'end_idx': 14, 'type': 'INS'}","{'word': '열대 수종의 씨', 'start_idx': 3, 'end_idx': 10, 'type': 'NOP'}",곤충:특성
355,358,"암컷나기 단위생식(thelytokous parthenogenesis)으로 암컷이 무성 생식을 할 수 있는 종도 많으며, 미코케푸루스 스미티이(""Mycocepurus smithii"")는 모두가 암컷이라고 한다.","{'word': '미코케푸루스 스미티이', 'start_idx': 67, 'end_idx': 77, 'type': 'INS'}","{'word': '암컷나기 단위생식', 'start_idx': 0, 'end_idx': 8, 'type': 'PHY'}",곤충:특성
138,141,"그 중 50종이 인간의 생활 장소에 적응하여 집 근처에서 서식하는데, 번식력과 환경에 대한 적응력이 강해서 대표적인 위생해충으로 지목되고 있으며, 잔날개바퀴, 독일바퀴, 미국바퀴, 호주바퀴 등이 이에 해당된다. 하지만 바퀴류 중 해를 끼치는 것은 1% 미만이다.","{'word': '잔날개바퀴', 'start_idx': 82, 'end_idx': 86, 'type': 'INS'}","{'word': '위생해충', 'start_idx': 65, 'end_idx': 68, 'type': 'NOP'}",곤충:특성
337,340,"벼룩은 체외 기생충이며, 인간을 포함한 포유류나 새의 피를 빨아먹으며 산다.","{'word': '벼룩', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '인간', 'start_idx': 14, 'end_idx': 15, 'type': 'NOI'}",관계없음
832,881,"개미는 오랫동안 다른 종과 공진화(共進化)하면서 의태, 편리공생, 기생, 상리공생 관계를 이루었다.","{'word': '개미', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '상리공생', 'start_idx': 41, 'end_idx': 44, 'type': 'NOP'}",곤충:특성
857,906,불개미는 베르나르 베르베르의 &lt;개미&gt;에 나오지만 소설 속 불개미는 불개미속의 다른 종인 홍개미이다.,"{'word': '불개미속', 'start_idx': 43, 'end_idx': 46, 'type': 'CLS'}","{'word': '불개미', 'start_idx': 38, 'end_idx': 40, 'type': 'INS'}",생물분류:하위분류
180,183,하루살이는 호수나 개울의 표면에 산란을 하며 알은 바닥으로 가라앉는다.,"{'word': '하루살이', 'start_idx': 0, 'end_idx': 3, 'type': 'INS'}","{'word': '호수나 개울의 표면', 'start_idx': 6, 'end_idx': 15, 'type': 'LOC'}",관계없음
425,429,일부 개미종의 암컷은 여러 수개미와 교미하기도 한다.,"{'word': '개미종', 'start_idx': 3, 'end_idx': 5, 'type': 'CLS'}","{'word': '교미', 'start_idx': 20, 'end_idx': 21, 'type': 'NOP'}",곤충:특성
163,166,소금쟁이(water strider)는 노린재아목에 속하는 곤충 중에서 소금쟁이과(Gerridae)에 속한 종들을 말한다.,"{'word': '노린재아목', 'start_idx': 21, 'end_idx': 25, 'type': 'CLS'}","{'word': '소금쟁이과', 'start_idx': 39, 'end_idx': 43, 'type': 'CLS'}",생물분류:하위분류
424,428,부딪치기 전에 이 개미는 체내 메커니즘에 따라 턱을 매우 넓게 벌리고 그 자세로 자신을 고정시킨다.,"{'word': '개미', 'start_idx': 10, 'end_idx': 11, 'type': 'INS'}","{'word': '체내 메커니즘', 'start_idx': 14, 'end_idx': 20, 'type': 'PHY'}",곤충:특성
375,379,개미종 대부분은 여왕개미와 번식을 할 암컷개미만 임성(姙性)이 있다.,"{'word': '암컷개미', 'start_idx': 21, 'end_idx': 24, 'type': 'INS'}","{'word': '임성', 'start_idx': 27, 'end_idx': 28, 'type': 'PHY'}",곤충:특성
971,1021,개미종 대부분은 잡식성이나 그렇지 않은 종도 약간 있다.,"{'word': '개미종', 'start_idx': 0, 'end_idx': 2, 'type': ‘CLS'}","{'word': '잡식성', 'start_idx': 9, 'end_idx': 11, 'type': 'NOP'}",생물분류:특징
8,9,"나비의 애벌레 역시 대다수가 먹이식물의 잎 등을 먹지만, 바둑돌부전나비의 유충처럼 납작진딧물을 먹는 육식성도 드물게 있다.","{'word': '바둑돌부전나비의 유충', 'start_idx': 32, 'end_idx': 42, 'type': 'INS'}","{'word': '납작진딧물', 'start_idx': 46, 'end_idx': 50, 'type': 'INS'}",곤충:먹이
1102,1154,"군거상의 풀무치는 사막메뚜기(""Schistocerca gregaria"")와 함께 가장 큰 농작물 피해를 주는 메뚜기과 곤충이다.","{'word': '사막메뚜기', 'start_idx': 10, 'end_idx': 14, 'type': 'INS'}","{'word': 'Schistocerca gregaria', 'start_idx': 17, 'end_idx': 37, 'type': 'INS'}",곤충:별칭
640,655,"여치()는 여치과의 곤충으로, 몸길이는 30-36mm이고 머리부터 날개 끝까지의 길이는 32-44mm다.","{'word': '여치', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '30-36mm', 'start_idx': 22, 'end_idx': 28, 'type': 'NOH'}",곤충:특성
620,635,모기·모기붙이·등에·파리매·똥파리·초파리·집파리·쇠파리·쉬파리·각다귀 등이 이에 포함된다.,"{'word': '모기', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '모기붙이', 'start_idx': 3, 'end_idx': 6, 'type': 'INS'}",관계없음
847,896,"쥐며느리는 등각목 쥐며느리과의 갑각류 동물로, 학명은 ""Porcellio scaber""이다.","{'word': '쥐며느리', 'start_idx': 0, 'end_idx': 3, 'type': 'INS'}","{'word': 'Porcellio scaber', 'start_idx': 31, 'end_idx': 46, 'type': 'INS'}",곤충:별칭
42,43,"그리고 3령 후반 (종령) 장수풍뎅이 유충은 번데기가 될 준비를 해, 번데기방에 들어가서 3~4일 정도 움직이지도 않고 있는데, 이 단계를 전용이라고 한다.","{'word': '장수풍뎅이 유충', 'start_idx': 15, 'end_idx': 22, 'type': 'INS'}","{'word': '전용', 'start_idx': 78, 'end_idx': 79, 'type': 'NOP'}",곤충:특성
909,958,"흰개미는 개미가 아니며, 바퀴목에 속한다.","{'word': '바퀴목', 'start_idx': 14, 'end_idx': 16, 'type': 'CLS'}","{'word': '흰개미', 'start_idx': 0, 'end_idx': 2, 'type': 'INS'}",생물분류:하위분류
486,490,"선충(""Myrmeconema neotropicum"")은 밀림개미(""Cephalotes atratus"")를 감염시켜 검은색 배를 빨갛게 만든다.","{'word': '밀림개미', 'start_idx': 31, 'end_idx': 34, 'type': 'INS'}","{'word': '검은색 배', 'start_idx': 64, 'end_idx': 68, 'type': 'PHY'}",곤충:특성
268,271,"한편, 뒷다리는 방향타처럼 사용하는데, 뒷다리 하나가 없으면 방향을 잡지 못해 빙글빙글 돈다. 또한, 소금쟁이는 1초에 자기 몸 길이의 100배나 되는 거리까지 이동할 수 있다.","{'word': '소금쟁이', 'start_idx': 57, 'end_idx': 60, 'type': 'INS'}","{'word': '1초', 'start_idx': 63, 'end_idx': 64, 'type': 'NOH'}",관계없음
560,564,"집게턱은 아노케투스(""Anochetus""), 오렉토그나투스(""Orectognathus""), 스트루미게니스(""Strumigenys"")종이나, 수렴 진화의 사례로 보이는 다케티니(Dacetini)족 일부에게서도 찾아 볼 수 있다.","{'word': '스트루미게니스', 'start_idx': 51, 'end_idx': 57, 'type': 'CLS'}","{'word': '집게턱', 'start_idx': 0, 'end_idx': 2, 'type': 'PHY'}",생물분류:특징
393,397,보호의 대가로 개미는 단백질이 풍부한 벨트체(Beltian body)에서 먹이를 얻는다.,"{'word': '개미', 'start_idx': 8, 'end_idx': 9, 'type': 'INS'}","{'word': '벨트체', 'start_idx': 21, 'end_idx': 23, 'type': 'POH'}",곤충:먹이
333,336,"소금쟁이는 주로 물고기 시체나 수면 위에 떨어진 곤충의 체액을 먹고 사는 육식동물이며, 육상 곤충이 물에 빠졌을 땐 수면의 물결을 통해 위치를 알아내 사냥한다.","{'word': '소금쟁이', 'start_idx': 0, 'end_idx': 3, 'type': 'INS'}","{'word': '곤충의 체액', 'start_idx': 27, 'end_idx': 32, 'type': 'POH'}",곤충:먹이
986,1036,모두 다리가 여섯 개인 절지동물인 곤충에 속하는 개미의 다리는 가슴 중앙에 붙어있다.,"{'word': '개미', 'start_idx': 27, 'end_idx': 28, 'type': 'INS'}","{'word': '다리', 'start_idx': 31, 'end_idx': 32, 'type': 'PHY'}",곤충:특성
9,10,"나비의 애벌레 역시 대다수가 먹이식물의 잎 등을 먹지만, 바둑돌부전나비의 유충처럼 납작진딧물을 먹는 육식성도 드물게 있다.","{'word': '나비의 애벌레', 'start_idx': 0, 'end_idx': 6, 'type': 'INS'}","{'word': '먹이식물의 잎', 'start_idx': 16, 'end_idx': 22, 'type': 'POH'}",곤충:먹이
406,410,"남아메리카의 군대개미나 아프리카의 장님개미는 영속적인 개미집을 짓지 않으며, 대신 방랑 생활을 하거나 일개미가 자신들의 몸을 서로 얽어매어 야영지를 짓는다.","{'word': '군대개미', 'start_idx': 7, 'end_idx': 10, 'type': 'INS'}","{'word': '방랑 생활', 'start_idx': 46, 'end_idx': 50, 'type': 'NOP'}",곤충:특성
734,776,"말벌(학명: )은 말벌과 말벌아과 말벌속에 속하는 한 종으로서, 유라시아에 널리 분포한다.","{'word': '말벌', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '유라시아', 'start_idx': 36, 'end_idx': 39, 'type': 'LOC'}",곤충:서식지
595,603,"2013년 Huang &amp; Chen은 서적 &lt;Stag Beetles of China Ⅱ&gt;에서, ""dybowskyi"" 아종을 종으로 변경하고, ""taiwanus"", ""lhasaensis"" 아종을 추가하였으나, 아직 학자들 간의 의견이 분분하다.","{'word': 'dybowskyi', 'start_idx': 63, 'end_idx': 71, 'type': 'CLS'}","{'word': 'lhasaensis', 'start_idx': 101, 'end_idx': 110, 'type': 'CLS'}",관계없음
1261,1319,"다만, 대한민국에서는 메뚜기와 번데기를 주로 식용으로 쓰이며, 식약처에 의해 2014년에는 갈색거저리와 흰점박이꽃무지 유충이 식품 원료로써 인정되었다.","{'word': '메뚜기', 'start_idx': 12, 'end_idx': 14, 'type': 'INS'}","{'word': '2014년', 'start_idx': 43, 'end_idx': 47, 'type': 'DAT'}",관계없음
768,814,하루살이의 성충은 수중에 산란하면서 아주 짧은 성충 기간을 끝낸다.,"{'word': '하루살이의 성충', 'start_idx': 0, 'end_idx': 7, 'type': 'INS'}","{'word': '수중에 산란', 'start_idx': 10, 'end_idx': 15, 'type': 'PHY'}",곤충:특성
153,156,"바퀴벌레에서 나오는 물질들은 알레르기와 천식, 피부질환을 일으키기도 한다.","{'word': '바퀴벌레', 'start_idx': 0, 'end_idx': 3, 'type': 'INS'}","{'word': '알레르기', 'start_idx': 16, 'end_idx': 19, 'type': 'POH'}",곤충:특성
554,558,"날개 달린 수개미(drone)는 임성 암개미와 더불어 번데기에서 자라는데(군대개미같은 종에선 여왕개미에 날개가 없다), 먹기와 짝짓기 외엔 아무 일도 하지 않는다.","{'word': '수개미', 'start_idx': 6, 'end_idx': 8, 'type': 'INS'}","{'word': '날개', 'start_idx': 0, 'end_idx': 1, 'type': 'PHY'}",곤충:특성
152,155,흡혈 대상이 되는 동물은 포유류 외에도 새·양서류·파충류 등이다.,"{'word': '포유류', 'start_idx': 14, 'end_idx': 16, 'type': 'CLS'}","{'word': '파충류', 'start_idx': 28, 'end_idx': 30, 'type': 'CLS'}",관계없음
828,877,"12,000종 이상의 개미종이 현재 알려져 있으며,(14,000종 이상으로 잡기도 한다) 열대 지역에서 종류가 가장 다양하다.","{'word': '개미종', 'start_idx': 12, 'end_idx': 14, 'type': ‘CLS'}","{'word': '열대 지역', 'start_idx': 50, 'end_idx': 54, 'type': 'LOC'}",생물분류:서식지
222,225,"모기의 천적으로는 성충을 잡아먹는 박쥐, 파리매, 잠자리, 사마귀, 거미가 있고, 유충을 잡아먹는 물방개의 애벌레, 미꾸라지, 물장군의 애벌레, 잠자리의 애벌레, 가물치, 메기, 잉어 등 수중 생물이 있다.","{'word': '모기', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '가물치', 'start_idx': 91, 'end_idx': 93, 'type': 'NOI'}",곤충:천적
359,362,"날개와 다리가 없는 말레이시아 포리드 파리(phoride fly, Vestigipoda myrmolarvoidea) 암컷은 아이닉투스속(""Aenictus"") 개미의 집에 살면서 그곳 개미의 돌봄을 받는다.","{'word': '포리드 파리', 'start_idx': 17, 'end_idx': 22, 'type': 'INS'}","{'word': '날개', 'start_idx': 0, 'end_idx': 1, 'type': 'PHY'}",관계없음
450,454,"개미집은 땅, 돌이나 나무 밑, 나무 안, 빈 줄기, 심지어 도토리 속에도 있다.","{'word': '개미', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '돌', 'start_idx': 8, 'end_idx': 8, 'type': 'LOC'}",곤충:서식지
1105,1157,"노린재목은 노린재, 장구애비, 매미 등이 속하는 곤충강의 한 목이다.","{'word': '노린재목', 'start_idx': 0, 'end_idx': 3, 'type': 'CLS'}","{'word': '노린재', 'start_idx': 6, 'end_idx': 8, 'type': 'INS'}",생물분류:하위분류
366,369,동충하초는 개미의 행동을 변화시켜 자신의 포자를 퍼뜨리는 것 같다.,"{'word': '개미', 'start_idx': 6, 'end_idx': 7, 'type': 'INS'}","{'word': '동충하초', 'start_idx': 0, 'end_idx': 3, 'type': 'NOI'}",관계없음
307,310,"잠자리, 실잠자리 등을 포함하는 고시하강(팔레옵테라)이라고 부르는 오래된 곤충군에 속하며, 유충은 수생 곤충으로 종류에 따라다르지만, 민물, 습지에서 1년동안 사는 종도 있고, 2년 넘게도 사는 종이 있다.","{'word': '고시하강', 'start_idx': 18, 'end_idx': 21, 'type': 'CLS'}","{'word': '실잠자리', 'start_idx': 5, 'end_idx': 8, 'type': 'INS'}",생물분류:하위분류
1086,1137,밑들이목(Mecoptera)은 곤충 목의 하나이다.,"{'word': '곤충', 'start_idx': 17, 'end_idx': 18, 'type': 'CLS'}","{'word': '밑들이목', 'start_idx': 0, 'end_idx': 3, 'type': 'CLS'}",생물분류:하위분류
1228,1284,살충 미끼는 불개미처럼 넓은 지역을 장악하는 종을 조절하려고 널리 살포하기도 한다.,"{'word': '불개미', 'start_idx': 7, 'end_idx': 9, 'type': 'INS'}","{'word': '살충 미끼', 'start_idx': 0, 'end_idx': 4, 'type': 'POH'}",관계없음
1050,1101,"개미 사회는 개체끼리 분업하고 의사소통하며, 복잡한 문제를 해결할 줄 안다.","{'word': '개미', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '분업', 'start_idx': 12, 'end_idx': 13, 'type': 'NOP'}",곤충:특성
1163,1219,"이런 종으로는 남아메리카의 총알개미(""Paraponera clavata"")와 디노포네라속(""Dinoponera"")과 오스트레일리아의 불독개미(""Myrmecia"")가 있다.","{'word': '총알개미', 'start_idx': 15, 'end_idx': 18, 'type': 'INS'}","{'word': 'Paraponera clavata', 'start_idx': 21, 'end_idx': 38, 'type': 'INS'}",곤충:별칭
1153,1207,"전세계적으로 해충으로 분류되는 개미로는 도로개미(""Tetramorium caespitum"". 주름개미속의 일종) 노랑미친개미(""Anoplolepis gracilipes""), 설탕개미(""Camponotus consobrinus"". 왕개미의 일종), 애집개미(""Monomorium pharaonis""), 목수개미, 아르헨티나 개미(""Linepithema humile""), 코코넛개미(""Tapinoma sessile""), 붉은불개미(""Solenopsis invicta"". 열마디개미의 일종), 유럽불개미(""Myrmica rubra"". 이름과는 달리 뿔개미의 일종)가 있다.","{'word': '열마디개미', 'start_idx': 261, 'end_idx': 265, 'type': ‘INS'}","{'word': '붉은불개미', 'start_idx': 233, 'end_idx': 237, 'type': 'INS'}",곤충:하위분류
854,903,"개미의 생태 점유 정도는 생물체량을 통해 측정할 수 있는데, 여러 환경에서 개미는 지표의 모든 동물 생물체량의 15~20%(열대 지역에는 평균 약 25%)를 차지하며, 이는 척추동물의 비중을 뛰어넘는 것이다.","{'word': '개미', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '생물체량', 'start_idx': 14, 'end_idx': 17, 'type': 'POH'}",관계없음
127,130,"하루살이의 학명인 '에페메로프테라(Ephemeroptera)'는 그리스어에서 ‘하루살이’를 가리키는 에페메라(ephemera, εφημερα)와 ‘날개’를 가리키는 프테론(pteron, πτερον )에서 나왔지만, '에페메라'는 에페메론(ephemeron)과 에페메로스(ephemeros)의 복수 격을 나타낸다.","{'word': '하루살이', 'start_idx': 0, 'end_idx': 3, 'type': 'INS'}","{'word': '에페메라', 'start_idx': 122, 'end_idx': 125, 'type': 'INS'}",곤충:별칭
607,618,물날 도래·각날 도래·줄날 도래 등이 이에 속한다.,"{'word': '물날 도래', 'start_idx': 0, 'end_idx': 4, 'type': 'CLS'}","{'word': '줄날 도래', 'start_idx': 12, 'end_idx': 16, 'type': 'CLS'}",관계없음
632,647,무시귀뚜라미붙이목(Notoptera)은 Arillo and Engel (2006)에 의해 귀뚜라미붙이목(Grylloblattodea)과 대벌레붙이목(Mantophasmatodea)를 하나로 묶어 목 수준으로 보면서 오래 전에 사용되었던 명칭을 되살린 목명이다.,"{'word': '무시귀뚜라미붙이목', 'start_idx': 0, 'end_idx': 8, 'type': 'CLS'}","{'word': '귀뚜라미붙이목', 'start_idx': 50, 'end_idx': 56, 'type': 'CLS'}",생물분류:하위분류
1221,1277,1881년 존 러벅 경이 개미를 찾을 때 최초로 자외선광을 이용했다.,"{'word': '개미', 'start_idx': 14, 'end_idx': 15, 'type': 'INS'}","{'word': '1881년', 'start_idx': 0, 'end_idx': 4, 'type': 'DAT'}",관계없음
746,792,"귀뚜라미붙이목 내지 귀뚜라미붙이아목은 몸이 가늘고 길며, 날개가 없다.","{'word': '귀뚜라미붙이아목', 'start_idx': 11, 'end_idx': 18, 'type': 'CLS'}","{'word': '날개', 'start_idx': 32, 'end_idx': 33, 'type': 'PHY'}",관계없음
82,83,"매미 하면, 매미유충이 3~17년(미국 매미 13년 ~ 17년)간 땅 속에 있으면서 나무 뿌리의 수액을 먹고 자라다가 지상으로 올라와 성충이 되는 특이한 생태로 유명한데, 번데기 과정이 없이 탈피과정을 거쳐 어른벌레가 되는 불완전변태로 매미성충이 된후에도 나무의 줄기에서 수액을 먹는다.","{'word': '매미', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '탈피과정', 'start_idx': 107, 'end_idx': 110, 'type': 'PHY'}",곤충:특성
875,924,"개미는 대부분의 생태계에서 번성하며, 지표의 생물체량 중 55~85%를 점하는 것으로 보인다.","{'word': '개미', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '지표', 'start_idx': 21, 'end_idx': 22, 'type': 'LOC'}",관계없음
199,202,"다른 파리목의 곤충들처럼 모기는 주로 하수구나 연못 같은 고인 물에 알을 낳으며,애벌레인 장구벌레는 물 속에서 성장하여 번데기 과정을 거쳐 성충이 된다.","{'word': '파리목', 'start_idx': 3, 'end_idx': 5, 'type': 'CLS'}","{'word': '모기', 'start_idx': 14, 'end_idx': 15, 'type': 'INS'}",관계없음
761,807,"하루살이의 유충이나 하루살이의 아성충에게는 입이 있지만, 하루살이의 성충은 입이 퇴화하여 흔적만 남고 먹이섭취를 하지 못하거나, 입이 있다고 해도 수분 섭취만 하는 정도이며, 번식활동을 한다.","{'word': '하루살이의 유충', 'start_idx': 0, 'end_idx': 7, 'type': 'INS'}","{'word': '입', 'start_idx': 24, 'end_idx': 24, 'type': 'PHY'}",곤충:특성
392,396,그런 다음 새의 배설물을 다른 개미가 모아 어린 개미에 먹여서 선충이 더 널리 퍼지게끔 한다.,"{'word': '어린 개미', 'start_idx': 24, 'end_idx': 28, 'type': 'INS'}","{'word': '새의 배설물', 'start_idx': 6, 'end_idx': 11, 'type': 'POH'}",곤충:먹이
106,109,한국에 서식하는 바퀴벌레는 모두 2과 7종으로 알려졌으나 다시 정리되어 3과 10종이 되었다.,"{'word': '바퀴벌레', 'start_idx': 9, 'end_idx': 12, 'type': 'INS'}","{'word': '2과 7종', 'start_idx': 18, 'end_idx': 22, 'type': 'NOH'}",관계없음
717,756,"날개 폭은 봄형 70~75mm, 여름형 90~105mm로 중형 나비에 속한다.","{'word': '중형 나비', 'start_idx': 32, 'end_idx': 36, 'type': 'INS'}","{'word': '날개', 'start_idx': 0, 'end_idx': 1, 'type': 'PHY'}",곤충:특성
891,940,1억여 년 전에 속씨식물이 발달하면서 개미는 분화하여 6천만여 년 전부터 생태계에서 지배권을 차지했다.,"{'word': '개미', 'start_idx': 21, 'end_idx': 22, 'type': 'INS'}","{'word': '속씨식물', 'start_idx': 9, 'end_idx': 12, 'type': 'CLS'}",관계없음
279,282,"잔날개바퀴는 암컷과 수컷 모두 날개가 배 끝을 넘지 못하나, 집바퀴는 수컷의 경우 긴 날개를 가지고 있다.","{'word': '잔날개바퀴', 'start_idx': 0, 'end_idx': 4, 'type': 'INS'}","{'word': '날개', 'start_idx': 17, 'end_idx': 18, 'type': 'PHY'}",곤충:특성
70,71,장수풍뎅이 유충은 자라는 동안 두 번 탈피를 한 뒤 월동한다.,"{'word': '장수풍뎅이 유충', 'start_idx': 0, 'end_idx': 7, 'type': 'INS'}","{'word': '월동', 'start_idx': 29, 'end_idx': 30, 'type': 'NOP'}",곤충:특성
161,164,"소금쟁이는 주로 수면 위에서 생활하는데, 소금쟁이가 물에 뜰 수 있는 이유는 다리 끝부분에 많은 잔털들에 기름기가 있어 물에 뜰 수 있는 것이다.","{'word': '소금쟁이', 'start_idx': 0, 'end_idx': 3, 'type': 'INS'}","{'word': '수면 위', 'start_idx': 9, 'end_idx': 12, 'type': 'LOC'}",곤충:서식지
722,761,"이중 가장 자주 등장한 나비는 호랑나비(9점)로, 배추흰나비(7점)와 제비나비(6점)가 그 뒤를 이었다.","{'word': '호랑나비', 'start_idx': 17, 'end_idx': 20, 'type': 'INS'}","{'word': '배추흰나비', 'start_idx': 28, 'end_idx': 32, 'type': 'INS'}",관계없음
624,639,모기·모기붙이·등에·파리매·똥파리·초파리·집파리·쇠파리·쉬파리·각다귀 등이 이에 포함된다.,"{'word': '모기', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '집파리', 'start_idx': 23, 'end_idx': 25, 'type': 'INS'}",관계없음
203,206,"소금쟁이는 물 속이나 낙엽 밑에서 겨울잠을 자며, 겨울잠에서 깨어난 암컷은 봄이나 여름에 물에 떠있는 물체 위에 알을 낳는다.","{'word': '소금쟁이', 'start_idx': 0, 'end_idx': 3, 'type': 'INS'}","{'word': '봄', 'start_idx': 42, 'end_idx': 42, 'type': 'DAT'}",관계없음
220,223,"모기의 천적으로는 성충을 잡아먹는 박쥐, 파리매, 잠자리, 사마귀, 거미가 있고, 유충을 잡아먹는 물방개의 애벌레, 미꾸라지, 물장군의 애벌레, 잠자리의 애벌레, 가물치, 메기, 잉어 등 수중 생물이 있다.","{'word': '모기', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '물장군의 애벌레', 'start_idx': 71, 'end_idx': 78, 'type': 'INS'}",곤충:천적
996,1046,베짱이는 메뚜기목 여치과의 육식성 곤충이다.,"{'word': '메뚜기목', 'start_idx': 5, 'end_idx': 8, 'type': 'CLS'}","{'word': '여치과', 'start_idx': 10, 'end_idx': 12, 'type': 'CLS'}",생물분류:하위분류
